date,주식형ETF설정액,주식형ETF해지액,주식형ETF증감,ETF제외주식형설정,ETF제외주식형해지,ETF제외주식형증감,단기금융설정,단기금융해지,단기금융증감,파생상품설정,파생상품해지,파생상품증감
2010-11-11,1169,2865,-1696,3050,1881,-4525,"18,541","14,131","4,411",293,471,-178
2010-11-10,844,2578,-1735,2736,1892,-4235,"12,783","8,460","4,323",234,294,-60
2010-11-09,1270,1799,-528,2014,744,-2136,"17,594","13,083","4,511",467,706,-240
2010-11-08,1213,3547,-2334,3731,2518,-5844,"9,103","13,656","-4,553",245,"1,177",-932
2010-11-05,749,3711,-2961,3968,3219,-6904,"21,297","17,670","3,627",942,"1,048",-106
2010-11-04,560,5177,-4617,5246,4686,-9808,"29,537","19,659","9,878",155,710,-555
2010-11-03,895,3041,-2147,3241,2346,-5032,"18,599","9,226","9,373",310,605,-295
2010-11-02,1108,1999,-891,2298,1190,-3034,"45,139","8,308","36,830",287,540,-253
2010-11-01,2037,721,1317,755,-1282,561,"11,553","21,719","-10,166",766,954,-189
2010-10-29,1621,1778,-157,1963,341,-2085,"14,914","40,046","-25,132","1,126",847,279
2010-10-28,1219,1889,-670,1919,700,-2584,"47,219","24,328","22,891",472,803,-331
2010-10-27,1250,3000,-1751,3000,1750,-4732,"12,573","18,063","-5,490",622,673,-51
2010-10-26,1707,4073,-2366,4144,2437,-6485,"20,015","15,566","4,448",366,741,-375
2010-10-25,1008,1747,-738,2319,1311,-2967,"7,290","22,389","-15,099",215,"1,095",-880
2010-10-22,1166,885,280,1329,164,-900,"19,381","15,866","3,515",741,734,7
2010-10-21,1872,870,1002,1746,-126,-726,"15,871","27,675","-11,804",647,337,310
2010-10-20,1162,889,273,1408,246,-1106,"12,578","9,646","2,932","1,113",394,719
2010-10-19,1478,1229,249,1276,-202,-959,"23,299","20,281","3,018",585,315,270
2010-10-18,897,1788,-891,2169,1272,-2686,"12,314","22,146","-9,832",176,417,-241
2010-10-15,688,1295,-607,1729,1041,-2331,"28,503","19,433","9,070",681,763,-82
2010-10-14,685,1024,-339,1783,1099,-2067,"21,411","14,332","7,079",856,533,324
2010-10-13,1479,1171,308,1225,-255,-516,"12,770","18,529","-5,759","1,961",933,"1,028"
2010-10-12,1460,1984,-524,2002,541,-2497,"10,442","15,671","-5,228",348,657,-309
2010-10-11,644,1771,-1127,1796,1151,-2822,"13,380","19,574","-6,193",703,489,214
2010-10-08,965,2174,-1209,2179,1214,-3348,"18,819","13,142","5,677",991,694,297
2010-10-07,528,3469,-2941,3494,2966,-6115,"8,622","12,501","-3,878",799,862,-62
2010-10-06,1139,1657,-519,1815,676,-2243,"20,547","7,803","12,743",416,454,-38
2010-10-05,924,2235,-1311,2257,1332,-3379,"49,007","10,326","38,681",291,623,-332
2010-10-04,917,2272,-1355,2285,1368,-3500,"14,392","15,582","-1,190",324,"1,372","-1,049"
2010-10-01,1044,2995,-1950,3023,1979,-4623,"16,022","25,778","-9,757","1,745",588,"1,157"
2010-09-30,1497,3142,-1645,3200,1703,-4751,"27,035","54,507","-27,473",998,"1,110",-112
2010-09-29,1507,2941,-1434,2995,1488,-4280,"23,347","25,200","-1,854","1,754",530,"1,224"
2010-09-28,2149,3494,-1345,3608,1459,-4886,"23,751","19,849","3,902",613,609,4
2010-09-27,1879,2060,-181,2193,314,-2314,"15,636","15,687",-51,336,330,6
2010-09-24,1389,1683,-295,1690,300,-1944,"17,506","15,491","2,015",169,"1,905","-1,736"
2010-09-20,1611,1898,-287,1898,287,-1996,"20,034","22,850","-2,816",304,"1,394","-1,090"
2010-09-17,984,1885,-901,1891,907,-2792,"22,516","33,483","-10,967",493,505,-12
2010-09-16,1117,2180,-1062,2493,1376,-2779,"24,476","20,515","3,961",692,572,120
2010-09-15,520,3600,-3079,3708,3188,-6407,"23,638","16,247","7,391",184,834,-650
2010-09-14,680,4694,-4015,4801,4121,-7795,"19,102","12,903","6,198",319,"1,044",-726
2010-09-13,824,6166,-5342,6238,5414,-10980,"11,261","15,479","-4,218",652,"1,941","-1,289"
2010-09-10,472,1175,-704,1207,735,-1892,"12,900","16,209","-3,309","2,747","1,014","1,732"
2010-09-09,537,1123,-586,1146,609,-1732,"11,120","20,189","-9,069",246,375,-130
2010-09-08,532,3137,-2605,3291,2759,-5327,"12,636","8,821","3,815","1,005",712,293
2010-09-07,924,3430,-2506,3459,2535,-5600,"12,836","22,211","-9,375",351,645,-294
2010-09-06,496,3093,-2597,3229,2733,-5632,"15,913","11,326","4,587",145,687,-542
2010-09-03,494,2648,-2154,3019,2525,-5076,"25,169","11,296","13,873",841,763,78
2010-09-02,751,1785,-1033,1981,1230,-2854,"38,651","12,232","26,419",647,358,289
2010-09-01,1738,716,1022,751,-987,304,"23,353","32,793","-9,441",158,293,-135
2010-08-31,836,1078,-242,1295,459,-1479,"20,390","42,518","-22,128","1,672",833,840
2010-08-30,1429,676,753,769,-660,29,"19,542","21,263","-1,721",347,202,145
2010-08-27,1358,1233,125,1267,-91,-1104,"28,854","26,075","2,778","1,278",228,"1,051"
2010-08-26,2073,808,1266,950,-1123,338,"6,661","17,664","-11,002","2,069",431,"1,638"
2010-08-25,739,1004,-265,1066,327,-945,"11,075","12,375","-1,300",517,449,68
2010-08-24,975,1290,-315,1301,326,-767,"11,546","16,685","-5,139",169,300,-132
2010-08-23,921,1650,-729,1661,740,-2379,"8,557","17,111","-8,554",101,478,-376
2010-08-20,417,2122,-1705,2319,1902,-3896,"14,113","24,382","-10,269","1,654",605,"1,049"
2010-08-19,494,1127,-633,1182,688,-1783,"18,526","21,740","-3,214",300,348,-48
2010-08-18,631,1072,-441,1463,832,-1612,"19,851","17,930","1,921","1,150",202,948
2010-08-17,1252,665,587,2405,1153,-1578,"28,501","14,144","14,357",275,786,-511
2010-08-16,896,577,320,3421,2525,-2563,"47,834","34,415","13,419",597,"1,500",-903
2010-08-13,1846,589,1257,1035,-811,376,"17,811","9,176","8,635",976,280,696
2010-08-12,1156,821,336,949,-206,-567,"11,047","8,320","2,727",661,679,-17
2010-08-11,1000,1501,-502,1984,984,-1969,"10,681","11,730","-1,049",441,398,43
2010-08-10,709,1497,-788,1533,824,-2098,"10,780","17,382","-6,601",98,437,-339
2010-08-09,704,1093,-389,1143,439,-719,"7,164","10,806","-3,642",240,835,-595
2010-08-06,1040,1644,-604,1644,604,-2120,"14,334","9,337","4,997",811,497,314
2010-08-05,502,2124,-1622,2807,2305,-3762,"16,951","9,657","7,294",151,"1,634","-1,483"
2010-08-04,466,3848,-3382,3853,3387,-6785,"17,139","7,580","9,559",729,729,
2010-08-03,837,2520,-1683,2555,1718,-3369,"37,893","14,946","22,947",198,394,-197
2010-08-02,795,1027,-231,1043,248,6,"16,897","22,262","-5,365",220,500,-280
2010-07-30,1483,2160,-677,2210,727,-2646,"21,120","44,895","-23,776",967,909,58
2010-07-29,629,2414,-1784,2425,1796,-4198,"13,192","19,625","-6,434","2,681",760,"1,921"
2010-07-28,938,3385,-2447,3478,2540,-5847,"25,086","30,926","-5,839",195,784,-589
2010-07-27,1444,3199,-1755,3316,1871,-5036,"30,422","30,922",-500,248,638,-390
2010-07-26,572,3625,-3053,4116,3544,-7123,"25,137","34,412","-9,275",480,772,-292
2010-07-23,864,1530,-666,1793,929,-2135,"30,073","30,261",-189,602,330,272
2010-07-22,1009,2040,-1031,3052,2042,-3817,"15,831","18,896","-3,065",154,677,-522
2010-07-21,866,1204,-338,1220,354,-1340,"11,382","10,679",702,293,438,-145
2010-07-20,994,1021,-26,1038,44,-453,"26,420","24,460","1,961",251,762,-510
2010-07-19,721,1725,-1004,1775,1054,-2779,"9,629","14,916","-5,287",568,907,-339
2010-07-16,730,3688,-2957,3884,3154,-5772,"24,758","19,929","4,828",398,593,-195
2010-07-15,408,6963,-6555,7033,6625,-13026,"15,102","16,253","-1,151",225,"2,411","-2,186"
2010-07-14,582,4051,-3470,4070,3487,-7519,"12,399","17,610","-5,211",407,"1,118",-711
2010-07-13,1065,2567,-1503,2624,1559,-4047,"13,118","19,379","-6,261",332,760,-429
2010-07-12,570,1524,-954,1956,1386,-2847,"13,000","18,007","-5,006",257,592,-335
2010-07-09,399,824,-425,1274,876,-1617,"14,891","32,128","-17,237",724,366,358
2010-07-08,584,607,-23,707,123,-539,"10,473","40,639","-30,166",593,228,365
2010-07-07,1032,433,599,705,-327,-84,"10,230","10,567",-336,536,213,323
2010-07-06,1487,582,905,805,-682,111,"17,275","16,692",583,519,885,-366
2010-07-05,725,772,-47,1473,748,-1408,"21,148","14,869","6,280",259,621,-362
2010-07-02,942,517,425,615,-327,35,"66,641","9,488","57,153","2,393",588,"1,805"
2010-07-01,1220,768,453,768,-452,26,"20,267","17,550","2,717","1,365",481,884
2010-06-30,1246,1691,-445,2070,824,-2441,"23,898","69,246","-45,347",567,"1,075",-508
2010-06-29,2070,1611,459,1773,-297,-1224,"19,043","23,682","-4,639","1,122",518,605
2010-06-28,1762,2079,-316,2130,369,-2306,"12,898","23,589","-10,690",993,850,143
2010-06-25,1080,4859,-3779,4929,3849,-8047,"27,004","24,033","2,971",696,603,93
2010-06-24,498,3218,-2720,3311,2812,-5953,"11,435","23,671","-12,237",795,597,198
2010-06-23,695,3037,-2342,3230,2534,-5157,"10,836","12,331","-1,495",217,"1,109",-892
2010-06-22,1010,4580,-3570,4646,3636,-7860,"20,595","19,810",785,368,688,-320
2010-06-21,388,3008,-2619,3046,2658,-5447,"10,623","17,206","-6,583",103,699,-596
2010-06-18,323,2514,-2191,2549,2226,-4618,"11,701","15,706","-4,005",490,918,-427
2010-06-17,371,2449,-2078,2605,2234,-4623,"19,463","14,460","5,002",319,761,-442
2010-06-16,730,1854,-1125,2204,1474,-2856,"35,365","13,632","21,734",156,648,-492
2010-06-15,600,1750,-1150,1833,1233,-2916,"19,626","13,795","5,832",708,"1,117",-410
2010-06-14,446,1301,-855,1361,915,-2216,"10,591","15,331","-4,740","1,345",698,647
2010-06-11,719,867,-148,867,148,-1015,"20,345","14,407","5,939",726,"1,194",-468
2010-06-10,423,545,-122,545,122,-667,"13,597","29,118","-15,521",270,995,-725
2010-06-09,563,711,-148,868,305,-806,"14,239","12,929","1,310",377,507,-130
2010-06-08,1456,583,874,659,-798,247,"17,397","18,232",-835,407,361,46
2010-06-07,475,1033,-558,1064,590,-1536,"13,611","19,218","-5,607","1,730",550,"1,180"
2010-06-04,519,1061,-542,1226,707,-1501,"18,693","18,752",-59,"3,103",775,"2,328"
2010-06-03,564,655,-91,786,222,-752,"37,047","12,107","24,940",460,"1,009",-549
2010-06-01,817,817,0,924,107,-892,"17,311","17,220",91,208,750,-542
2010-05-31,789,474,315,668,-121,-171,"23,938","39,213","-15,275","3,101","1,421","1,681"
2010-05-28,1849,452,1396,474,-1375,1022,"32,343","17,955","14,388","1,273",650,623
2010-05-27,1480,594,885,1162,-317,371,"30,335","19,933","10,402",635,429,205
2010-05-26,3440,704,2737,724,-2715,2255,"19,942","17,796","2,146",834,"1,226",-393
2010-05-25,1614,603,1011,665,-949,667,"35,333","14,837","20,496",556,"1,259",-703
2010-05-24,1653,502,1151,619,-1034,809,"10,070","23,287","-13,216","2,012","1,638",375
2010-05-20,1906,420,1486,426,-1480,1611,"11,735","25,559","-13,824",933,979,-47
2010-05-19,1460,841,619,2096,636,-1037,"33,876","16,458","17,418",916,501,415
2010-05-18,2371,937,1434,1578,-793,419,"17,399","33,880","-16,482",655,408,247
2010-05-17,1044,1081,-37,1189,145,-773,"15,738","43,725","-27,987",198,615,-417
2010-05-14,454,1031,-577,1093,639,-1204,"32,308","35,207","-2,899","1,091",360,731
2010-05-13,698,877,-179,1736,1038,-1755,"18,812","14,471","4,341",351,789,-438
2010-05-12,834,670,164,723,-111,-459,"27,857","20,950","6,907",437,285,152
2010-05-11,1863,693,1171,2100,237,-813,"24,488","16,180","8,308",444,761,-317
2010-05-10,2757,785,1972,955,-1803,1191,"31,399","19,399","12,000","1,425",532,893
2010-05-07,4348,688,3660,775,-3574,2982,"29,998","15,861","14,137","1,239","1,063",177
2010-05-06,1191,884,307,944,-246,-106,"30,523","28,179","2,344",291,348,-57
2010-05-04,1307,838,469,1012,-295,-380,"28,581","24,372","4,209",491,655,-165
2010-05-03,887,1757,-870,1979,1092,-816,"15,045","25,122","-10,078",131,733,-602
2010-04-30,770,1122,-352,1122,352,-1474,"21,671","46,402","-24,730",697,407,290
2010-04-29,1337,1010,327,1011,-327,-702,"19,059","25,920","-6,860",522,798,-276
2010-04-28,1033,2322,-1289,4457,3424,-5653,"20,850","23,963","-3,113",685,"1,475",-790
2010-04-27,2098,4073,-1975,4167,2068,-6125,"19,250","28,212","-8,962",285,"1,015",-730
2010-04-26,556,1434,-879,2240,1683,-3025,"15,778","18,369","-2,591",213,707,-494
2010-04-23,2209,1301,908,1428,-781,-468,"26,916","24,652","2,264",576,988,-412
2010-04-22,761,2546,-1785,2999,2237,-4706,"14,768","17,048","-2,279",463,367,96
2010-04-21,814,849,-34,1010,196,-1022,"14,189","14,247",-59,392,432,-41
2010-04-20,1140,1177,-37,2033,893,-1951,"23,864","16,485","7,379",491,267,224
2010-04-19,605,1659,-1055,2387,1782,-3282,"12,521","16,593","-4,072",437,"1,245",-808
2010-04-16,931,3117,-2185,3265,2335,-4891,"32,984","14,241","18,743",923,"1,316",-393
2010-04-15,418,2928,-2510,2940,2521,-5264,"12,224","27,946","-15,722",734,829,-94
2010-04-14,766,1649,-883,1717,951,-2426,"21,937","25,281","-3,344",673,"1,119",-446
2010-04-13,1128,2195,-1067,3447,2319,-4237,"31,208","14,670","16,537",634,380,254
2010-04-12,551,2127,-1576,2410,1859,-3724,"17,712","17,859",-147,329,782,-453
2010-04-09,430,3462,-3032,3495,3064,-5268,"18,712","19,177",-466,387,468,-81
2010-04-08,617,4660,-4043,4699,4083,-8587,"14,084","13,469",615,659,459,201
2010-04-07,503,4663,-4160,4691,4188,-8667,"16,212","12,203","4,009",443,591,-147
2010-04-06,1078,3291,-2213,4028,2950,-6053,"24,970","13,220","11,751",595,763,-168
2010-04-05,406,5713,-5307,5740,5334,-10615,"33,731","24,868","8,863",520,"1,124",-603
2010-04-02,635,5638,-5003,5673,5038,-10653,"44,400","35,989","8,411",405,824,-419
2010-04-01,526,2144,-1618,2383,1857,-3565,"20,375","41,846","-21,471",524,"1,074",-550
2010-03-31,1312,2896,-1584,3049,1737,-4554,"23,418","55,217","-31,798",644,576,68
2010-03-30,946,2065,-1119,2806,1860,-3902,"26,342","29,809","-3,467",648,765,-117
2010-03-29,795,2340,-1545,2446,1650,-3766,"13,187","10,484","2,703",298,"1,123",-825
2010-03-26,902,2446,-1544,2524,1623,-4020,"20,801","10,121","10,680",998,349,649
2010-03-25,474,1904,-1431,1966,1492,-3329,"16,427","23,747","-7,320",698,269,429
2010-03-24,595,2091,-1496,2671,2076,-4082,"20,814","10,749","10,065",237,354,-117
2010-03-23,1204,1096,107,1189,-15,-976,"27,952","12,507","15,445",325,224,101
2010-03-22,414,1912,-1498,2112,1697,-3565,"22,460","20,866","1,594",469,605,-135
2010-03-19,405,2084,-1679,2308,1904,-3404,"18,743","13,416","5,327",714,"1,631",-917
2010-03-18,308,1822,-1513,1822,1514,-3253,"23,715","19,484","4,232",378,"1,216",-838
2010-03-17,847,994,-148,1090,242,-1136,"20,557","16,421","4,136",437,232,205
2010-03-16,900,967,-66,1022,121,-930,"63,615","27,593","36,022",325,215,110
2010-03-15,530,1093,-563,1815,1285,-543,"14,387","19,862","-5,475",226,818,-592
2010-03-12,480,1465,-984,1498,1018,-2461,"32,978","18,322","14,656","1,066","1,421",-355
2010-03-11,694,1331,-637,1359,664,-1666,"14,468","28,411","-13,943",228,145,83
2010-03-10,361,1556,-1195,1556,1195,-2751,"15,699","20,371","-4,672",565,298,267
2010-03-09,521,1935,-1414,2322,1801,-3191,"21,749","28,622","-6,873",244,509,-265
2010-03-08,639,1037,-398,1333,693,-1715,"11,294","11,192",102,360,680,-320
2010-03-05,358,826,-468,847,490,-1207,"22,522","14,488","8,033",452,"1,447",-995
2010-03-04,538,971,-432,1085,547,-1379,"21,685","11,363","10,322",207,782,-575
2010-03-03,1325,771,554,1315,-10,-327,"43,165","13,635","29,530",372,852,-480
2010-03-02,827,329,498,596,-230,31,"9,511","16,473","-6,962",919,719,199
2010-02-26,1234,429,805,719,-515,489,"24,827","33,740","-8,913",707,552,155
2010-02-25,627,442,186,726,99,109,"9,532","20,275","-10,743",339,127,212
2010-02-24,587,846,-259,1167,580,-619,"15,881","10,126","5,755",328,419,-90
2010-02-23,919,857,62,1473,554,-869,"12,398","12,212",186,251,519,-268
2010-02-22,661,452,209,1091,430,-378,"10,376","10,418",-42,294,514,-220
2010-02-19,366,585,-219,1001,634,275,"23,739","20,630","3,110","1,087",797,290
2010-02-18,459,692,-233,1102,643,-694,"20,124","14,099","6,025",157,132,25
2010-02-17,933,496,437,1558,625,-676,"23,130","13,468","9,662",805,165,640
2010-02-16,768,317,451,322,-446,2072,"13,443","41,025","-27,582",131,633,-502
2010-02-12,643,425,218,910,267,-597,"29,807","10,733","19,074",327,353,-27
2010-02-11,901,321,580,470,-431,601,"13,832","11,228","2,604",276,150,126
2010-02-10,564,474,91,793,228,-78,"25,608","15,260","10,348",239,329,-91
2010-02-09,1067,569,498,641,-426,1800,"20,448","15,963","4,485","1,357",139,"1,218"
2010-02-08,2256,355,1901,843,-1413,1182,"10,441","8,521","1,920","2,118",202,"1,915"
2010-02-05,546,362,184,544,-2,166,"19,462","15,736","3,726",540,269,271
2010-02-04,741,344,398,547,-194,43,"23,655","17,900","5,755",442,192,250
2010-02-03,775,399,377,414,-360,152,"31,425","10,634","20,791",447,76,371
2010-02-02,1342,552,789,605,-737,447,"29,473","13,938","15,535",210,198,12
2010-02-01,1328,447,881,1103,-225,113,"12,071","14,468","-2,397",364,701,-337
2010-01-29,1268,440,828,462,-806,1132,"43,227","40,221","3,006",771,588,183
2010-01-28,1296,1626,-330,1712,415,-1828,"10,583","12,721","-2,138","1,418",239,"1,179"
2010-01-27,1941,798,1143,844,-1098,530,"14,276","22,335","-8,059",701,197,504
2010-01-26,1889,1011,878,1686,-203,-422,"10,824","15,814","-4,990",620,131,489
2010-01-25,2251,872,1379,947,-1304,865,"11,774","24,919","-13,145",673,"2,521","-1,849"
2010-01-22,593,1978,-1385,2324,1731,-3525,"14,778","14,062",715,751,871,-120
2010-01-21,611,2001,-1390,2440,1829,-3787,"8,933","14,580","-5,647",310,554,-243
2010-01-20,453,2606,-2153,3157,2704,-5256,"12,210","10,101","2,109",246,891,-645
2010-01-19,626,2072,-1446,2608,1982,-4027,"21,842","9,625","12,217",337,325,12
2010-01-18,661,1610,-949,1839,1178,-2185,"18,669","13,839","4,830",524,"1,158",-633
2010-01-15,495,752,-256,1009,515,-1188,"26,214","15,399","10,815",700,598,102
2010-01-14,1081,733,348,927,-154,-506,"12,085","17,369","-5,285",536,164,372
2010-01-13,661,1124,-463,1259,598,-1700,"10,194","29,040","-18,846",205,390,-185
2010-01-12,1000,1811,-810,1874,874,-2520,"30,206","15,106","15,100",418,183,235
2010-01-11,670,933,-263,960,290,-913,"10,323","19,778","-9,456",536,976,-440
2010-01-08,948,1436,-488,1535,586,-1822,"31,009","37,371","-6,362",580,603,-23
2010-01-07,559,2352,-1792,2667,2108,-4286,"19,050","45,653","-26,603",516,663,-147
2010-01-06,905,1792,-888,1815,910,-2065,"18,409","14,006","4,403",125,418,-293
2010-01-05,796,1594,-798,1734,938,-1943,"42,625","18,490","24,135",196,544,-348
2010-01-04,341,1880,-1539,2082,1740,-3075,"12,165","17,708","-5,544",202,"1,405","-1,203"
2009-12-31,925,0,925,0,-925,925,"29,265","30,097",-831,281,848,-567
2009-12-30,1078,1543,-464,1711,633,-1929,"29,800","61,693","-31,893",377,890,-513
2009-12-29,1631,2694,-1063,2733,1102,-3559,"19,816","27,616","-7,800",256,"1,234",-978
2009-12-28,683,3528,-2846,4402,3718,-7135,"12,171","30,429","-18,258",137,"1,435","-1,299"
2009-12-24,443,1922,-1479,2307,1864,-3290,"12,948","23,239","-10,292",212,"1,786","-1,573"
2009-12-23,702,1562,-860,1620,918,-2350,"10,592","15,129","-4,537",180,819,-640
2009-12-22,1018,1245,-226,1380,362,-1393,"19,719","23,475","-3,756",99,354,-255
2009-12-21,943,719,224,1102,160,-705,"12,433","12,393",40,355,446,-91
2009-12-18,713,1012,-298,1251,538,-1170,"21,276","12,658","8,619",886,649,238
2009-12-17,580,1377,-798,1716,1136,-2374,"11,082","12,826","-1,744",262,230,32
2009-12-16,766,1782,-1015,1794,1028,-2717,"26,852","17,255","9,596",155,530,-375
2009-12-15,694,1408,-714,1508,813,-1963,"13,399","24,194","-10,795",187,650,-463
2009-12-14,677,1983,-1306,4080,3403,-3969,"13,892","14,292",-400,61,"3,023","-2,962"
2009-12-11,761,988,-227,1058,297,-706,"20,064","27,489","-7,425",566,357,210
2009-12-10,369,1049,-680,1155,786,-1377,"10,012","18,321","-8,309",280,715,-435
2009-12-09,347,1209,-862,1438,1091,-1847,"32,259","36,634","-4,376",112,"1,439","-1,328"
2009-12-08,748,1570,-821,1656,908,-2046,"23,076","16,228","6,848",115,490,-375
2009-12-07,331,1357,-1026,1378,1048,-1852,"8,963","9,548",-586,105,365,-260
2009-12-04,534,895,-361,1636,1101,-1700,"17,841","19,646","-1,805",319,877,-558
2009-12-03,439,1480,-1041,1858,1419,-2637,"17,848","9,351","8,498",244,478,-234
2009-12-02,689,1459,-770,2399,1710,-3031,"30,325","15,390","14,935",233,"1,749","-1,516"
2009-12-01,1237,495,742,859,-379,691,"14,786","16,823","-2,037",270,914,-644
2009-11-30,1734,657,1077,872,-861,395,"11,871","48,608","-36,737",576,623,-48
2009-11-27,1621,737,884,848,-773,277,"24,251","16,529","7,722",502,975,-473
2009-11-26,1094,972,122,1183,89,-823,"12,046","20,075","-8,029",481,"1,025",-544
2009-11-25,921,874,47,927,6,-637,"21,161","13,170","7,991",617,134,483
2009-11-24,2975,974,2000,1170,-1805,1080,"16,098","11,761","4,338",261,349,-89
2009-11-23,762,968,-205,1332,570,-1469,"11,210","13,471","-2,261",562,"1,046",-484
2009-11-20,531,1232,-701,1394,862,-1399,"15,561","30,340","-14,779",321,611,-291
2009-11-19,337,891,-554,1417,1079,-1863,"15,806","10,175","5,631",361,274,87
2009-11-18,414,785,-371,997,583,-1247,"13,356","18,920","-5,564",114,276,-163
2009-11-17,804,701,103,806,2,-208,"22,903","17,557","5,346",211,222,-11
2009-11-16,601,430,171,2259,1658,-361,"21,513","17,363","4,149",359,"1,936","-1,577"
2009-11-13,650,570,80,612,-38,16,"17,805","10,782","7,022",385,"1,436","-1,051"
2009-11-12,547,626,-79,1167,620,-993,"10,711","14,003","-3,293",453,319,134
2009-11-11,667,804,-137,825,158,-745,"10,833","8,489","2,344",161,335,-175
2009-11-10,580,659,-79,1583,1003,-717,"16,507","15,124","1,383",277,294,-16
2009-11-09,456,459,-3,3206,2750,-1323,"9,533","17,078","-7,545",336,811,-475
2009-11-06,905,363,542,2349,1443,-981,"19,431","11,643","7,789",585,545,40
2009-11-05,556,484,72,2887,2331,-1051,"26,076","10,637","15,439",338,857,-519
2009-11-04,814,723,91,833,19,-374,"40,354","14,957","25,397",218,221,-2
2009-11-03,1066,751,314,3062,1996,-38,"52,162","13,788","38,374",686,123,563
2009-11-02,738,786,-47,1196,459,-557,"13,642","17,900","-4,259",171,489,-318
2009-10-30,1399,885,513,1040,-359,-424,"24,130","27,592","-3,462",621,451,170
2009-10-29,1262,1350,-87,1630,369,-1470,"11,860","29,017","-17,156",690,"1,574",-885
2009-10-28,2506,1017,1489,1356,-1150,546,"9,374","16,703","-7,329",471,"1,249",-779
2009-10-27,1046,1661,-614,2004,958,-2468,"25,397","16,834","8,563",856,361,494
2009-10-26,587,860,-273,1002,415,-943,"9,998","25,540","-15,542",124,767,-643
2009-10-23,702,729,-27,851,149,-824,"11,539","12,756","-1,217",620,845,-225
2009-10-22,1813,1035,777,1099,-713,74,"13,329","35,302","-21,973",496,"1,583","-1,087"
2009-10-21,645,1555,-910,1783,1138,-2628,"7,977","12,445","-4,469",303,336,-34
2009-10-20,673,853,-180,1082,409,-1108,"25,004","20,430","4,575",245,789,-544
2009-10-19,517,905,-388,1274,757,-1597,"9,059","27,819","-18,760",268,"1,656","-1,388"
2009-10-16,809,1225,-416,1387,578,-1620,"27,163","22,718","4,445",774,879,-105
2009-10-15,359,1114,-755,1452,1093,-2142,"10,699","15,728","-5,029",200,713,-513
2009-10-14,574,717,-142,924,349,-866,"15,723","11,238","4,485",170,645,-475
2009-10-13,939,806,133,1234,295,-868,"14,450","18,525","-4,075",151,296,-145
2009-10-12,535,796,-260,6463,5927,-5879,"10,445","13,654","-3,209",228,"1,100",-871
2009-10-09,697,568,129,644,-54,1304,"18,960","26,575","-7,615",472,"1,478","-1,006"
2009-10-08,700,791,-91,1212,512,-32,"9,935","25,501","-15,566",497,722,-226
2009-10-07,1127,1034,93,1338,211,692,"14,355","13,455",900,346,438,-92
2009-10-06,1702,996,705,1290,-412,1165,"36,536","14,138","22,398",546,235,311
2009-10-05,1097,939,158,960,-137,836,"18,104","11,534","6,570",335,"1,590","-1,255"
2009-10-01,810,1604,-793,1615,804,-2111,"31,211","21,644","9,567",185,426,-241
2009-09-30,898,1553,-656,1807,909,-2369,"27,062","43,275","-16,213",479,882,-403
2009-09-29,1960,1607,354,1845,-115,-1408,"23,939","38,756","-14,817",542,438,104
2009-09-28,2355,1530,825,1586,-770,-529,"13,665","47,642","-33,976",576,"1,082",-506
2009-09-25,1358,1778,-420,2224,867,-2491,"15,488","32,545","-17,058","1,303",657,645
2009-09-24,1206,2294,-1087,2807,1601,-3797,"6,486","34,927","-28,441","2,138",447,"1,692"
2009-09-23,830,3308,-2477,3616,2786,-5953,"40,080","26,636","13,444",471,561,-90
2009-09-22,1228,2179,-951,2761,1533,-3351,"29,183","14,177","15,006",427,994,-566
2009-09-21,839,3463,-2624,3616,2777,-5740,"14,256","61,543","-47,287",219,"2,243","-2,024"
2009-09-18,859,3566,-2707,4498,3640,-6775,"8,454","45,014","-36,560","1,033","3,764","-2,731"
2009-09-17,656,4022,-3366,4524,3868,-7849,"15,432","18,880","-3,449",315,"1,467","-1,153"
2009-09-16,966,1838,-872,2181,1214,-2422,"30,898","29,256","1,642",263,"1,017",-754
2009-09-15,1257,1658,-401,2257,1000,-2290,"36,400","19,140","17,260",353,"1,246",-893
2009-09-14,1025,2760,-1735,6359,5334,-7280,"7,184","26,560","-19,376",463,"2,171","-1,708"
2009-09-11,751,3002,-2250,3944,3193,-5664,"14,401","22,796","-8,394",464,"1,116",-652
2009-09-10,1622,1130,493,1512,-110,16,"27,583","22,106","5,477",286,360,-74
2009-09-09,570,1976,-1407,2993,2423,-3040,"19,509","26,339","-6,830",257,286,-29
2009-09-08,843,1245,-402,1785,942,-958,"16,440","20,236","-3,795",503,255,248
2009-09-07,542,1129,-587,1333,791,-928,"10,822","13,202","-2,380",357,785,-428
2009-09-04,493,1558,-1065,1676,1183,-1697,"15,902","13,022","2,881",702,"1,543",-841
2009-09-03,571,1756,-1185,1830,1259,-2321,"29,776","13,160","16,616",348,"1,029",-681
2009-09-02,740,2297,-1557,4287,3547,-4365,"15,079","11,221","3,858",272,"1,023",-751
2009-09-01,1237,1066,171,1725,488,-1465,"20,467","20,998",-532,397,692,-295
2009-08-31,1499,1522,-23,2333,834,-2031,"13,358","19,770","-6,412",243,"1,552","-1,309"
2009-08-28,1785,1496,288,1918,133,-1102,"17,294","26,116","-8,822","2,207",669,"1,538"
2009-08-27,853,2425,-1572,3241,2388,-3970,"14,796","14,478",318,364,689,-325
