,기간자금설정,기간자금해지,증감
2010-09-06,"18,469","16,326","2,144"
2010-09-03,"27,926","16,526","11,400"
2010-09-02,"42,482","16,193","26,289"
2010-09-01,"27,382","35,094","-7,712"
2010-08-31,"26,119","47,782","-21,664"
2010-08-30,"25,233","26,146",-913
2010-08-27,"36,523","30,764","5,759"
2010-08-26,"12,505","19,788","-7,284"
2010-08-25,"15,606","15,576",30
2010-08-24,"15,727","19,446","-3,719"
2010-08-23,"11,421","21,477","-10,057"
2010-08-20,"19,727","28,929","-9,202"
2010-08-19,"21,405","28,824","-7,419"
2010-08-18,"22,946","20,888","2,058"
2010-08-17,"32,954","18,226","14,728"
2010-08-16,"52,510","41,318","11,192"
2010-08-13,"21,467","12,436","9,031"
2010-08-12,"14,487","12,388","2,099"
2010-08-11,"15,977","14,565","1,412"
2010-08-10,"15,640","22,468","-6,828"
2010-08-09,"10,536","15,311","-4,775"
2010-08-06,"16,726","12,419","4,307"
2010-08-05,"20,192","15,683","4,509"
2010-08-04,"20,452","13,995","6,457"
2010-08-03,"41,530","19,121","22,409"
2010-08-02,"28,446","29,755","-1,308"
2010-07-30,"30,231","49,431","-19,201"
2010-07-29,"18,963","24,159","-5,196"
2010-07-28,"29,431","36,081","-6,650"
2010-07-27,"35,349","38,827","-3,478"
2010-07-26,"26,845","41,838","-14,993"
2010-07-23,"34,173","33,929",244
2010-07-22,"18,321","23,670","-5,349"
2010-07-21,"13,429","13,804",-374
2010-07-20,"30,641","26,925","3,716"
2010-07-19,"14,740","21,282","-6,543"
2010-07-16,"30,396","26,411","3,985"
2010-07-15,"20,442","28,095","-7,654"
2010-07-14,"13,925","23,994","-10,069"
2010-07-13,"15,667","24,604","-8,938"
2010-07-12,"17,565","23,548","-5,984"
2010-07-09,"18,871","36,945","-18,075"
2010-07-08,"14,593","43,134","-28,542"
2010-07-07,"15,082","13,796","1,286"
2010-07-06,"19,794","18,718","1,076"
2010-07-05,"23,687","17,530","6,157"
2010-07-02,"74,604","11,999","62,605"
2010-07-01,"24,028","20,810","3,218"
2010-06-30,"31,959","75,891","-43,932"
2010-06-29,"28,441","39,937","-11,496"
2010-06-28,"20,082","34,518","-14,436"
2010-06-25,"33,082","38,597","-5,516"
2010-06-24,"15,772","35,762","-19,990"
2010-06-23,"13,598","18,290","-4,692"
2010-06-22,"24,331","25,972","-1,641"
2010-06-21,"13,307","22,434","-9,127"
2010-06-18,"17,643","23,997","-6,354"
2010-06-17,"21,599","18,965","2,635"
2010-06-16,"39,704","19,800","19,904"
2010-06-15,"23,267","19,463","3,804"
2010-06-14,"13,894","21,358","-7,464"
2010-06-11,"25,049","21,845","3,203"
2010-06-10,"17,139","33,294","-16,154"
2010-06-09,"16,164","16,673",-509
2010-06-08,"22,725","26,221","-3,496"
2010-06-07,"20,121","23,147","-3,027"
2010-06-04,"24,434","21,463","2,971"
2010-06-03,"39,431","15,346","24,084"
2010-06-01,"18,781","19,627",-847
2010-05-31,"29,141","42,876","-13,735"
2010-05-28,"37,668","21,945","15,724"
2010-05-27,"34,926","24,272","10,653"
2010-05-26,"28,960","20,706","8,254"
2010-05-25,"39,986","19,556","20,430"
2010-05-24,"20,058","29,908","-9,850"
2010-05-20,"17,639","28,780","-11,141"
2010-05-19,"37,779","20,780","16,999"
2010-05-18,"22,123","36,205","-14,082"
2010-05-17,"20,628","50,301","-29,673"
2010-05-14,"38,990","42,768","-3,778"
2010-05-13,"21,010","18,925","2,085"
2010-05-12,"33,434","25,571","7,863"
2010-05-11,"28,993","20,053","8,940"
2010-05-10,"38,687","23,996","14,691"
2010-05-07,"37,060","21,839","15,221"
2010-05-06,"37,383","30,752","6,630"
2010-05-04,"33,017","27,511","5,506"
2010-05-03,"20,132","29,607","-9,474"
2010-04-30,"26,339","50,287","-23,948"
2010-04-29,"26,193","32,539","-6,346"
2010-04-28,"32,966","39,421","-6,455"
2010-04-27,"24,054","34,992","-10,937"
2010-04-26,"18,289","23,100","-4,811"
2010-04-23,"33,991","29,215","4,776"
2010-04-22,"24,199","22,380","1,819"
2010-04-21,"17,682","16,353","1,329"
2010-04-20,"31,634","19,913","11,721"
2010-04-19,"15,505","22,413","-6,908"
2010-04-16,"38,945","21,393","17,553"
2010-04-15,"16,615","34,206","-17,591"
2010-04-14,"26,912","33,928","-7,015"
2010-04-13,"43,057","23,443","19,614"
2010-04-12,"29,165","26,530","2,635"
2010-04-09,"27,384","27,802",-418
2010-04-08,"19,521","19,290",231
2010-04-07,"20,440","19,834",606
2010-04-06,"29,657","19,308","10,349"
2010-04-05,"36,501","34,548","1,953"
2010-04-02,"50,308","43,566","6,741"
2010-04-01,"24,371","45,803","-21,431"
2010-03-31,"29,337","61,726","-32,388"
2010-03-30,"33,334","37,775","-4,441"
2010-03-29,"17,751","16,527","1,224"
2010-03-26,"27,166","13,590","13,575"
2010-03-25,"18,700","26,883","-8,183"
2010-03-24,"23,280","15,618","7,661"
2010-03-23,"30,941","16,511","14,430"
2010-03-22,"25,344","25,437",-93
2010-03-19,"22,755","19,174","3,582"
2010-03-18,"28,203","25,888","2,315"
2010-03-17,"26,976","22,988","3,989"
2010-03-16,"72,971","29,330","43,641"
2010-03-15,"19,100","27,852","-8,752"
2010-03-12,"38,166","24,395","13,771"
2010-03-11,"18,561","30,360","-11,800"
2010-03-10,"18,358","23,763","-5,405"
2010-03-09,"25,556","37,788","-12,232"
2010-03-08,"15,536","14,486","1,050"
2010-03-05,"25,882","19,360","6,521"
2010-03-04,"24,738","13,820","10,918"
2010-03-03,"48,101","17,519","30,582"
2010-03-02,"13,188","21,760","-8,572"
2010-02-26,"32,594","39,640","-7,046"
2010-02-25,"17,940","25,850","-7,910"
2010-02-24,"24,727","12,395","12,332"
2010-02-23,"16,614","15,278","1,335"
2010-02-22,"14,492","13,120","1,372"
2010-02-19,"28,659","25,961","2,697"
2010-02-18,"23,766","16,458","7,308"
2010-02-17,"28,371","15,406","12,965"
2010-02-16,"16,980","43,238","-26,257"
2010-02-12,"32,669","15,119","17,551"
2010-02-11,"21,043","13,806","7,236"
2010-02-10,"28,205","18,813","9,392"
2010-02-09,"28,054","19,666","8,388"
2010-02-08,"16,017","9,877","6,140"
2010-02-05,"28,397","19,382","9,015"
2010-02-04,"27,768","19,036","8,732"
2010-02-03,"34,733","14,668","20,064"
2010-02-02,"35,306","15,649","19,656"
2010-02-01,"14,618","20,303","-5,685"
2010-01-29,"54,083","43,785","10,298"
2010-01-28,"22,721","25,674","-2,953"
2010-01-27,"20,807","26,544","-5,737"
2010-01-26,"18,122","19,585","-1,462"
2010-01-25,"18,048","30,225","-12,177"
2010-01-22,"18,611","20,495","-1,884"
2010-01-21,"11,848","20,167","-8,319"
2010-01-20,"13,785","14,791","-1,006"
2010-01-19,"24,210","17,644","6,566"
2010-01-18,"22,726","19,745","2,981"
2010-01-15,"33,691","23,500","10,191"
2010-01-14,"15,723","19,088","-3,365"
2010-01-13,"15,688","35,455","-19,768"
2010-01-12,"33,922","18,503","15,420"
2010-01-11,"13,023","27,564","-14,542"
2010-01-08,"34,453","45,494","-11,041"
2010-01-07,"25,028","57,171","-32,143"
2010-01-06,"21,159","17,020","4,139"
2010-01-05,"46,258","21,560","24,698"
2010-01-04,"15,368","22,631","-7,263"
2009-12-31,"37,079","31,859","5,220"
2009-12-30,"37,602","66,744","-29,142"
2009-12-29,"26,949","44,798","-17,850"
2009-12-28,"26,874","41,487","-14,613"
2009-12-24,"17,707","32,660","-14,953"
2009-12-23,"18,685","20,591","-1,906"
2009-12-22,"27,499","27,764",-265
2009-12-21,"16,052","18,037","-1,986"
2009-12-18,"26,520","21,118","5,402"
2009-12-17,"15,064","16,605","-1,541"
2009-12-16,"33,784","25,846","7,938"
2009-12-15,"17,967","28,057","-10,090"
2009-12-14,"18,040","28,058","-10,018"
2009-12-11,"27,421","31,586","-4,165"
2009-12-10,"14,001","24,946","-10,945"
2009-12-09,"34,026","45,789","-11,763"
2009-12-08,"25,435","23,315","2,120"
2009-12-07,"11,609","14,983","-3,374"
2009-12-04,"21,786","27,209","-5,423"
2009-12-03,"19,946","12,856","7,090"
2009-12-02,"31,938","20,313","11,625"
2009-12-01,"19,443","19,480",-37
2009-11-30,"18,598","51,489","-32,891"
2009-11-27,"29,226","19,352","9,874"
2009-11-26,"17,925","24,685","-6,760"
2009-11-25,"24,439","16,148","8,291"
2009-11-24,"23,023","16,673","6,349"
2009-11-23,"14,509","19,248","-4,739"
2009-11-20,"18,240","37,288","-19,048"
2009-11-19,"18,576","13,842","4,734"
2009-11-18,"15,726","20,915","-5,188"
2009-11-17,"26,604","19,050","7,555"
2009-11-16,"26,176","24,122","2,053"
2009-11-13,"20,702","13,887","6,816"
2009-11-12,"13,603","16,932","-3,329"
2009-11-11,"12,618","10,594","2,023"
2009-11-10,"23,630","23,554",76
2009-11-09,"12,853","22,167","-9,314"
2009-11-06,"22,545","17,160","5,385"
2009-11-05,"30,951","15,180","15,770"
2009-11-04,"44,118","16,808","27,311"
2009-11-03,"58,389","18,395","39,994"
2009-11-02,"16,220","20,516","-4,296"
2009-10-30,"31,713","31,074",639
2009-10-29,"17,146","36,973","-19,827"
2009-10-28,"16,584","20,387","-3,803"
2009-10-27,"29,699","21,495","8,205"
2009-10-26,"15,770","29,253","-13,483"
2009-10-23,"14,415","16,348","-1,933"
2009-10-22,"18,669","39,092","-20,424"
2009-10-21,"12,575","15,367","-2,791"
2009-10-20,"26,763","23,009","3,754"
2009-10-19,"12,406","34,433","-22,027"
2009-10-16,"30,420","25,974","4,447"
2009-10-15,"12,896","19,310","-6,414"
2009-10-14,"17,593","14,453","3,140"
2009-10-13,"17,424","20,819","-3,395"
2009-10-12,"13,054","23,309","-10,255"
2009-10-09,"24,189","33,006","-8,818"
2009-10-08,"14,494","28,608","-14,114"
2009-10-07,"20,051","18,396","1,654"
2009-10-06,"41,435","17,269","24,166"
2009-10-05,"21,900","15,790","6,110"
2009-10-01,"33,898","24,647","9,251"
2009-09-30,"32,246","48,608","-16,362"
2009-09-29,"34,499","44,211","-9,712"
2009-09-28,"20,450","50,790","-30,340"
2009-09-25,"25,837","39,504","-13,666"
2009-09-24,"13,392","41,992","-28,600"
2009-09-23,"43,567","31,939","11,629"
2009-09-22,"32,779","20,207","12,572"
2009-09-21,"19,359","70,365","-51,006"
2009-09-18,"18,505","55,030","-36,524"
2009-09-17,"20,772","31,009","-10,236"
2009-09-16,"34,443","33,704",739
2009-09-15,"40,594","24,324","16,270"
2009-09-14,"11,329","39,195","-27,866"
2009-09-11,"18,979","29,288","-10,310"
2009-09-10,"34,284","26,663","7,621"
2009-09-09,"23,356","31,191","-7,835"
2009-09-08,"21,236","25,038","-3,802"
2009-09-07,"15,510","16,986","-1,476"
2009-09-04,"19,654","18,313","1,341"
2009-09-03,"33,146","17,472","15,674"
2009-09-02,"19,418","17,608","1,809"
2009-09-01,"24,055","26,408","-2,353"
2009-08-31,"20,264","29,164","-8,900"
2009-08-28,"26,622","31,602","-4,980"
2009-08-27,"18,800","20,945","-2,144"
2009-08-26,"22,687","22,747",-60
2009-08-25,"14,764","23,911","-9,148"
2009-08-24,"11,431","18,960","-7,529"
2009-08-21,"14,673","18,327","-3,655"
2009-08-20,"11,068","18,900","-7,832"
2009-08-19,"12,740","15,921","-3,181"
2009-08-18,"15,154","35,882","-20,727"
2009-08-17,"19,044","18,282",762
2009-08-14,"26,776","18,522","8,253"
2009-08-13,"12,495","13,875","-1,379"
2009-08-12,"13,481","13,596",-115
2009-08-11,"21,370","29,636","-8,266"
2009-08-10,"27,669","22,673","4,995"
2009-08-07,"21,234","26,284","-5,050"
2009-08-06,"14,154","24,215","-10,061"
2009-08-05,"12,211","21,379","-9,168"
2009-08-04,"42,442","22,818","19,625"
2009-08-03,"17,067","24,115","-7,048"
2009-07-31,"17,206","28,522","-11,316"
2009-07-30,"21,526","40,209","-18,683"
2009-07-29,"20,934","27,419","-6,485"
2009-07-28,"21,546","27,030","-5,484"
2009-07-27,"16,028","32,245","-16,217"
2009-07-24,"24,823","26,767","-1,944"
2009-07-23,"14,778","19,732","-4,954"
2009-07-22,"16,584","16,829",-244
2009-07-21,"17,072","21,575","-4,503"
2009-07-20,"10,908","21,161","-10,253"
2009-07-17,"24,765","31,508","-6,744"
2009-07-16,"29,243","17,688","11,555"
2009-07-15,"16,245","19,748","-3,503"
2009-07-14,"26,573","20,002","6,571"
2009-07-13,"12,930","15,757","-2,826"
2009-07-10,"25,645","20,017","5,628"
2009-07-09,"19,906","19,426",480
2009-07-08,"12,298","12,027",271
2009-07-07,"18,062","22,072","-4,010"
2009-07-06,"21,375","25,677","-4,302"
2009-07-03,"23,991","23,359",631
2009-07-02,"65,655","20,445","45,210"
2009-07-01,"27,165","18,254","8,911"
2009-06-30,"26,130","56,801","-30,671"
2009-06-29,"21,040","58,665","-37,624"
2009-06-26,"24,159","30,947","-6,788"
2009-06-25,"21,775","29,686","-7,910"
2009-06-24,"17,980","16,618","1,362"
2009-06-23,"19,994","23,534","-3,540"
2009-06-22,"10,769","16,401","-5,633"
2009-06-19,"13,203","20,153","-6,951"
2009-06-18,"15,041","15,762",-721
2009-06-17,"26,290","16,473","9,817"
2009-06-16,"54,823","21,020","33,803"
2009-06-15,"14,617","21,241","-6,624"
2009-06-12,"20,999","21,228",-229
2009-06-11,"14,064","28,054","-13,990"
2009-06-10,"12,341","17,003","-4,662"
2009-06-09,"16,940","65,497","-48,557"
2009-06-08,"13,931","15,391","-1,460"
2009-06-05,"23,825","33,356","-9,531"
2009-06-04,"15,797","19,212","-3,415"
2009-06-03,"18,449","19,005",-556
2009-06-02,"52,540","28,355","24,184"
2009-06-01,"17,860","19,675","-1,815"
2009-05-29,"22,698","51,832","-29,134"
2009-05-28,"19,805","27,118","-7,313"
2009-05-27,"18,354","25,778","-7,423"
2009-05-26,"24,345","28,816","-4,471"
2009-05-25,"17,407","18,279",-872
2009-05-22,"14,505","17,682","-3,177"
2009-05-21,"14,675","21,598","-6,923"
2009-05-20,"13,549","18,873","-5,324"
2009-05-19,"44,540","32,824","11,716"
2009-05-18,"21,230","17,670","3,560"
2009-05-15,"45,424","31,101","14,323"
2009-05-14,"20,662","40,021","-19,359"
2009-05-13,"24,212","18,811","5,401"
2009-05-12,"25,223","22,835","2,388"
2009-05-11,"14,895","17,477","-2,582"
2009-05-08,"28,821","28,491",330
2009-05-07,"34,759","28,488","6,270"
2009-05-06,"35,924","15,645","20,279"
2009-05-04,"23,010","28,000","-4,990"
2009-04-30,"23,329","58,268","-34,938"
2009-04-29,"19,367","20,516","-1,150"
2009-04-28,"21,868","25,863","-3,995"
2009-04-27,"22,231","28,783","-6,552"
2009-04-24,"20,149","22,849","-2,700"
2009-04-23,"15,724","24,539","-8,815"
2009-04-22,"15,480","12,758","2,723"
2009-04-21,"23,283","17,456","5,827"
2009-04-20,"21,896","21,887",8
2009-04-17,"20,414","24,092","-3,678"
2009-04-16,"40,951","24,641","16,310"
2009-04-15,"24,208","25,382","-1,174"
2009-04-14,"31,315","24,524","6,790"
2009-04-13,"20,257","25,541","-5,283"
2009-04-10,"20,737","21,093",-356
2009-04-09,"25,813","25,056",758
2009-04-08,"19,204","18,723",482
2009-04-07,"22,180","29,967","-7,787"
2009-04-06,"26,326","22,602","3,724"
2009-04-03,"33,165","18,920","14,245"
2009-04-02,"63,563","25,350","38,213"
2009-04-01,"21,857","23,615","-1,758"
2009-03-31,"29,931","60,775","-30,844"
2009-03-30,"20,992","42,132","-21,140"
2009-03-27,"17,984","28,595","-10,611"
2009-03-26,"31,828","36,015","-4,187"
2009-03-25,"15,191","14,306",885
2009-03-24,"18,123","24,201","-6,078"
2009-03-23,"19,194","21,387","-2,192"
2009-03-20,"22,375","23,361",-987
2009-03-19,"16,031","15,485",546
2009-03-18,"21,699","17,415","4,283"
2009-03-17,"24,784","29,759","-4,975"
2009-03-16,"31,618","17,711","13,907"
2009-03-13,"18,684","12,512","6,172"
2009-03-12,"20,945","19,051","1,893"
2009-03-11,"20,102","15,557","4,544"
2009-03-10,"23,062","21,323","1,739"
2009-03-09,"17,373","53,941","-36,568"
2009-03-06,"29,419","22,965","6,454"
2009-03-05,"27,166","14,083","13,084"
2009-03-04,"34,001","17,228","16,774"
2009-03-03,"38,023","28,170","9,852"
2009-03-02,"31,405","35,004","-3,599"
2009-02-27,"35,165","60,126","-24,962"
2009-02-26,"16,231","25,521","-9,289"
2009-02-25,"17,331","18,988","-1,657"
2009-02-24,"33,770","26,382","7,387"
2009-02-23,"20,906","20,904",2
2009-02-20,"24,923","25,998","-1,074"
2009-02-19,"26,072","16,171","9,901"
2009-02-18,"28,384","13,634","14,750"
2009-02-17,"46,096","31,503","14,593"
2009-02-16,"38,778","27,382","11,396"
2009-02-13,"19,155","14,249","4,906"
2009-02-12,"22,883","19,240","3,643"
2009-02-11,"17,840","9,459","8,381"
2009-02-10,"35,731","16,880","18,851"
2009-02-09,"15,367","22,363","-6,996"
2009-02-06,"23,678","12,126","11,553"
2009-02-05,"37,017","21,134","15,883"
2009-02-04,"25,552","14,187","11,365"
2009-02-03,"41,024","18,479","22,545"
2009-02-02,"34,327","29,350","4,977"
2009-01-30,"41,151","47,378","-6,227"
2009-01-29,"34,177","25,182","8,994"
2009-01-28,"21,829","35,075","-13,246"
2009-01-23,"28,367","37,619","-9,252"
2009-01-22,"27,962","31,219","-3,257"
2009-01-21,"27,402","22,365","5,037"
2009-01-20,"30,724","19,177","11,547"
2009-01-19,"31,056","25,029","6,027"
2009-01-16,"48,365","16,505","31,859"
2009-01-15,"30,141","27,706","2,434"
2009-01-14,"26,525","14,497","12,028"
2009-01-13,"31,446","12,840","18,607"
2009-01-12,"28,770","36,612","-7,842"
2009-01-09,"30,298","34,668","-4,370"
2009-01-08,"29,540","14,051","15,489"
2009-01-07,"33,800","15,532","18,268"
2009-01-06,"64,272","16,494","47,778"
2009-01-05,"61,246","29,431","31,815"
2009-01-02,"52,974","39,765","13,209"
2008-12-31,"43,551","43,465",86
2008-12-30,"62,019","62,464",-445
2008-12-29,"37,480","41,138","-3,658"
2008-12-26,"22,320","32,108","-9,788"
2008-12-24,"21,390","16,656","4,734"
2008-12-23,"37,374","30,958","6,417"
2008-12-22,"27,670","22,408","5,262"
2008-12-19,"23,912","22,633","1,279"
2008-12-18,"19,227","23,354","-4,126"
2008-12-17,"89,239","36,913","52,327"
2008-12-16,"55,014","31,905","23,109"
2008-12-15,"23,874","26,790","-2,916"
2008-12-12,"26,574","21,778","4,796"
2008-12-11,"20,390","18,256","2,134"
2008-12-10,"26,982","15,003","11,980"
2008-12-09,"25,157","26,589","-1,433"
2008-12-08,"28,663","14,503","14,160"
2008-12-05,"28,411","21,054","7,357"
2008-12-04,"21,334","22,460","-1,126"
2008-12-03,"26,183","14,178","12,005"
2008-12-02,"37,764","24,178","13,586"
2008-12-01,"25,297","31,428","-6,131"
2008-11-28,"29,004","52,216","-23,211"
2008-11-27,"17,067","22,037","-4,970"
2008-11-26,"16,463","16,810",-346
2008-11-25,"23,826","25,139","-1,313"
2008-11-24,"12,369","18,134","-5,765"
2008-11-21,"19,619","22,713","-3,093"
2008-11-20,"13,447","21,026","-7,579"
2008-11-19,"17,075","13,964","3,111"
2008-11-18,"18,961","24,698","-5,737"
2008-11-17,"28,107","24,491","3,616"
2008-11-14,"28,005","22,068","5,937"
2008-11-13,"26,159","12,804","13,354"
2008-11-12,"32,757","8,806","23,950"
2008-11-11,"18,926","22,044","-3,118"
2008-11-10,"32,108","25,360","6,748"
2008-11-07,"24,812","15,073","9,739"
2008-11-06,"22,239","11,513","10,726"
2008-11-05,"27,074","12,609","14,465"
2008-11-04,"27,199","16,932","10,267"
2008-11-03,"20,181","27,610","-7,429"
2008-10-31,"22,732","29,787","-7,055"
2008-10-30,"26,605","31,888","-5,283"
2008-10-29,"21,596","45,179","-23,582"
2008-10-28,"22,111","25,314","-3,203"
2008-10-27,"29,296","47,812","-18,517"
2008-10-24,"14,421","33,971","-19,550"
2008-10-23,"11,041","31,708","-20,666"
2008-10-22,"16,800","12,333","4,467"
2008-10-21,"14,886","29,129","-14,243"
2008-10-20,"31,138","23,623","7,514"
2008-10-17,"23,852","33,663","-9,812"
2008-10-16,"36,010","19,759","16,252"
2008-10-15,"27,378","16,023","11,355"
2008-10-14,"52,196","13,985","38,211"
2008-10-13,"26,465","26,894",-429
2008-10-10,"23,937","26,974","-3,037"
2008-10-09,"18,597","18,298",299
2008-10-08,"39,552","13,417","26,135"
2008-10-07,"38,275","16,381","21,894"
2008-10-06,"37,553","29,547","8,006"
2008-10-02,"51,502","20,146","31,356"
2008-10-01,"44,542","18,728","25,815"
2008-09-30,"21,674","35,746","-14,072"
2008-09-29,"26,230","40,264","-14,034"
2008-09-26,"23,396","30,536","-7,140"
2008-09-25,"19,740","40,738","-20,998"
2008-09-24,"13,559","16,222","-2,663"
2008-09-23,"22,429","20,214","2,215"
2008-09-22,"32,152","29,413","2,739"
2008-09-19,"21,313","33,957","-12,643"
2008-09-18,"37,921","30,843","7,078"
2008-09-17,"49,878","34,728","15,150"
2008-09-16,"17,647","37,815","-20,168"
2008-09-12,"25,528","16,744","8,784"
2008-09-11,"17,629","21,371","-3,743"
2008-09-10,"17,655","16,689",966
2008-09-09,"22,793","61,446","-38,653"
2008-09-08,"16,342","75,486","-59,144"
2008-09-05,"28,354","30,266","-1,912"
2008-09-04,"18,759","39,579","-20,819"
2008-09-03,"14,156","21,161","-7,005"
2008-09-02,"17,932","24,093","-6,161"
2008-09-01,"22,421","29,162","-6,741"
2008-08-29,"40,236","27,103","13,133"
2008-08-28,"37,843","32,604","5,239"
2008-08-27,"25,260","35,594","-10,334"
2008-08-26,"22,726","25,647","-2,922"
2008-08-25,"17,405","33,988","-16,583"
2008-08-22,"33,472","20,844","12,628"
2008-08-21,"19,035","24,022","-4,986"
2008-08-20,"17,400","15,505","1,895"
2008-08-19,"19,203","20,003",-801
2008-08-18,"27,653","24,668","2,985"
2008-08-14,"19,695","22,324","-2,630"
2008-08-13,"42,430","14,657","27,773"
2008-08-12,"31,864","35,646","-3,783"
2008-08-11,"26,322","29,951","-3,629"
2008-08-08,"26,431","14,204","12,226"
2008-08-07,"14,736","12,322","2,414"
2008-08-06,"14,111","11,177","2,935"
2008-08-05,"35,372","16,321","19,051"
2008-08-04,"22,249","27,317","-5,068"
2008-08-01,"22,063","24,814","-2,750"
2008-07-31,"24,509","51,698","-27,189"
2008-07-30,"24,397","55,182","-30,785"
2008-07-29,"39,878","38,023","1,855"
2008-07-28,"20,021","67,378","-47,357"
2008-07-25,"34,271","47,823","-13,553"
2008-07-24,"21,434","44,386","-22,952"
2008-07-23,"21,887","22,097",-210
2008-07-22,"46,664","19,798","26,866"
2008-07-21,"44,027","39,860","4,166"
2008-07-18,"28,617","47,184","-18,567"
2008-07-17,"25,745","26,646",-901
2008-07-16,"49,134","18,599","30,535"
2008-07-15,"28,328","35,040","-6,712"
2008-07-14,"32,398","25,962","6,436"
2008-07-11,"52,951","22,636","30,315"
2008-07-10,"36,169","29,802","6,367"
2008-07-09,"20,569","13,480","7,089"
2008-07-08,"24,968","19,173","5,795"
2008-07-07,"47,497","16,469","31,028"
2008-07-04,"22,082","17,194","4,889"
2008-07-03,"25,345","43,038","-17,693"
2008-07-02,"25,223","16,081","9,142"
2008-07-01,"49,197","25,741","23,456"
2008-06-30,"44,489","91,519","-47,030"
2008-06-27,"38,332","40,458","-2,127"
2008-06-26,"31,636","34,864","-3,228"
2008-06-25,"15,633","14,829",804
2008-06-24,"60,996","24,056","36,940"
2008-06-23,"25,443","54,668","-29,225"
2008-06-20,"23,401","37,829","-14,428"
2008-06-19,"20,549","24,278","-3,729"
2008-06-18,"34,632","21,343","13,289"
2008-06-17,"36,794","25,407","11,387"
2008-06-16,"40,264","61,586","-21,322"
2008-06-13,"31,774","27,216","4,558"
2008-06-12,"37,107","24,922","12,184"
2008-06-11,"30,970","17,824","13,147"
2008-06-10,"41,877","44,213","-2,336"
2008-06-09,"25,571","32,620","-7,048"
2008-06-05,"33,870","30,297","3,573"
2008-06-04,"36,719","27,084","9,636"
2008-06-03,"30,276","37,054","-6,779"
2008-06-02,"32,813","24,612","8,202"
2008-05-30,"54,564","51,987","2,578"
2008-05-29,"46,057","22,777","23,280"
2008-05-28,"40,250","46,880","-6,631"
2008-05-27,"28,915","38,303","-9,388"
2008-05-26,"26,522","23,871","2,651"
2008-05-23,"41,253","22,002","19,251"
2008-05-22,"23,811","38,859","-15,048"
2008-05-21,"28,035","18,523","9,511"
2008-05-20,"42,988","44,747","-1,759"
2008-05-19,"49,043","24,782","24,261"
2008-05-16,"25,423","18,601","6,822"
2008-05-15,"40,494","23,175","17,319"
2008-05-14,"72,946","29,932","43,014"
2008-05-13,"40,712","38,408","2,304"
2008-05-09,"38,229","39,692","-1,463"
2008-05-08,"32,938","27,218","5,720"
2008-05-07,"23,167","19,622","3,545"
2008-05-06,"28,708","28,100",608
2008-05-02,"30,712","29,873",839
2008-04-30,"68,076","38,895","29,182"
2008-04-29,"29,710","39,958","-10,248"
2008-04-28,"27,127","35,940","-8,813"
2008-04-25,"25,041","30,753","-5,712"
2008-04-24,"41,220","32,430","8,790"
2008-04-23,"14,899","13,212","1,686"
2008-04-22,"23,455","23,870",-415
2008-04-21,"19,626","23,498","-3,872"
2008-04-18,"30,584","22,566","8,018"
2008-04-17,"34,215","20,674","13,541"
2008-04-16,"41,329","35,852","5,477"
2008-04-15,"37,056","27,393","9,663"
2008-04-14,"25,028","34,145","-9,117"
2008-04-11,"33,884","20,417","13,467"
2008-04-10,"31,723","42,927","-11,204"
2008-04-08,"19,928","17,809","2,118"
2008-04-07,"19,410","21,826","-2,416"
2008-04-04,"23,606","28,961","-5,355"
2008-04-03,"39,920","21,996","17,924"
2008-04-02,"45,206","32,561","12,645"
2008-04-01,"26,223","32,402","-6,180"
2008-03-31,"32,101","68,445","-36,344"
2008-03-28,"34,535","55,585","-21,050"
2008-03-27,"23,783","32,264","-8,481"
2008-03-26,"22,260","17,844","4,416"
2008-03-25,"26,050","28,661","-2,611"
2008-03-24,"14,488","16,677","-2,189"
2008-03-21,"31,084","16,183","14,901"
2008-03-20,"22,330","22,463",-133
2008-03-19,"20,567","21,828","-1,261"
2008-03-18,"24,328","19,397","4,931"
2008-03-17,"22,047","30,539","-8,493"
2008-03-14,"36,783","22,220","14,562"
2008-03-13,"20,943","14,068","6,874"
2008-03-12,"30,383","19,513","10,870"
2008-03-11,"29,039","24,686","4,353"
2008-03-10,"23,795","22,079","1,716"
2008-03-07,"16,784","51,428","-34,644"
2008-03-06,"22,997","15,413","7,584"
2008-03-05,"22,754","22,562",192
2008-03-04,"31,569","31,524",46
2008-03-03,"31,650","30,561","1,089"
2008-02-29,"42,319","32,823","9,496"
2008-02-28,"25,488","25,056",431
2008-02-27,"42,862","18,570","24,293"
2008-02-26,"50,698","39,735","10,963"
2008-02-25,"17,600","38,822","-21,223"
2008-02-22,"21,274","13,915","7,359"
2008-02-21,"28,697","18,303","10,394"
2008-02-20,"22,830","18,979","3,851"
2008-02-19,"40,825","18,844","21,981"
2008-02-18,"20,600","22,967","-2,366"
2008-02-15,"45,443","22,596","22,847"
2008-02-14,"23,317","25,702","-2,386"
2008-02-13,"35,257","16,813","18,444"
2008-02-12,"49,189","31,863","17,326"
2008-02-11,"29,282","54,583","-25,301"
2008-02-05,"24,013","18,035","5,978"
2008-02-04,"29,327","27,507","1,820"
2008-02-01,"26,592","21,858","4,734"
2008-01-31,"38,146","36,341","1,805"
2008-01-30,"32,861","17,076","15,784"
2008-01-29,"31,385","18,491","12,894"
2008-01-28,"23,132","22,510",621
2008-01-25,"34,723","26,087","8,636"
